,Year,Country,Happiness_Rank,Happiness_Score,Average_Happiness_Score,GDP_Capita,Average_GDP_Capita,Family,Average_Family,Life_Expectancy,Average_Life_Expectancy,Freedom,Average_Freedom,Generosity,Average_Generosity,Govt_Corruption,Average_Govt_Corruption,Dystopia_Residual,clusters,cluster
138,2015,Congo (Brazzaville),139,3.989,4.377399978,0.67866,0.72274285,0.6629,0.716586873,0.31051,0.346717487,0.41466,0.423013174,0.12388,0.112300426,0.11686,0.092801627,1.68135,1,purple
139,2015,Comoros,140,3.956,3.961666667,0.23906,0.262716667,0.79273,0.717653333,0.36315,0.38932,0.22917,0.175096667,0.17441,0.210703333,0.199,0.15379,1.95812,1,purple
140,2015,Uganda,141,3.931,4.02019997,0.21102,0.318728143,1.13299,1.066325548,0.33861,0.286498521,0.45727,0.428597191,0.29066,0.279689211,0.07267,0.063031944,1.42766,1,purple
141,2015,Senegal,142,3.904,4.393999969,0.36498,0.433285804,0.97619,1.036208382,0.4354,0.450666571,0.36772,0.350840453,0.20843,0.174785779,0.10713,0.09868009,1.44395,1,purple
142,2015,Gabon,143,3.896,4.407800031,1.06024,1.101992048,0.90528,1.026316043,0.43372,0.422939718,0.31914,0.312689715,0.06822,0.049889076,0.11091,0.077419357,0.99895,1,purple
143,2015,Niger,144,3.845,4.104599976,0.0694,0.126605066,0.77265,0.802395001,0.29707,0.282839001,0.47692,0.385797739,0.19387,0.199048769,0.15639,0.133544589,1.87877,1,purple
144,2015,Cambodia,145,3.819,4.205400044,0.46038,0.548237019,0.62736,0.876219668,0.61114,0.511972681,0.66246,0.637871165,0.40359,0.336180594,0.07247,0.06969919,0.98195,1,purple
145,2015,Tanzania,146,3.781,3.465999995,0.2852,0.439777175,1.00268,0.939379961,0.38215,0.396731857,0.32878,0.386879556,0.34377,0.311749272,0.05747,0.083699021,1.38079,1,purple
146,2015,Madagascar,147,3.681,3.745400011,0.20824,0.265917739,0.66801,0.773236074,0.46721,0.434104662,0.19184,0.177375353,0.21333,0.193292506,0.08124,0.062706395,1.851,1,purple
147,2015,Central African Republic,148,3.678,3.13425002,0.0785,0.032125,0,0,0.06699,0.050190672,0.48879,0.322408012,0.23835,0.243056622,0.08289,0.053113769,2.7223,1,purple
148,2015,Chad,149,3.667,4.003400022,0.34193,0.382016597,0.76062,0.803851174,0.1501,0.094894943,0.23501,0.177684405,0.18386,0.19312877,0.05269,0.058758376,1.94296,1,purple
149,2015,Guinea,150,3.656,3.853599994,0.17417,0.273373986,0.46475,0.637578937,0.24009,0.241701828,0.37725,0.352273503,0.28657,0.248505018,0.12139,0.106305524,1.99172,1,purple
150,2015,Ivory Coast,151,3.655,4.273199966,0.46534,0.546691784,0.77115,0.786338006,0.15185,0.111450434,0.46866,0.428399239,0.20165,0.181253494,0.17922,0.131516355,1.41723,1,purple
151,2015,Burkina Faso,152,3.587,4.073800013,0.25812,0.314659543,0.85188,0.935740001,0.27125,0.266812852,0.39493,0.32399957,0.21747,0.212772937,0.12832,0.122995621,1.46494,1,purple
152,2015,Afghanistan,153,3.575,3.512799982,0.31982,0.357113444,0.30285,0.409752665,0.30335,0.254707356,0.23414,0.117923904,0.3651,0.267730187,0.09719,0.058093566,1.9521,1,purple
153,2015,Rwanda,154,3.465,3.438599991,0.22208,0.322057179,0.7737,0.788453405,0.42864,0.417542961,0.59201,0.581610771,0.22628,0.226311206,0.55191,0.473468003,0.67042,1,purple
154,2015,Benin,155,3.34,3.901000013,0.28665,0.376745082,0.35386,0.340469969,0.3191,0.275262042,0.4845,0.419386555,0.1826,0.186069692,0.0801,0.071367803,1.63328,1,purple
155,2015,Syria,156,3.006,3.292199979,0.6632,0.699108627,0.47489,0.355930521,0.72193,0.566280668,0.15684,0.081699889,0.47179,0.431284746,0.18906,0.159547426,0.32858,1,purple
156,2015,Burundi,157,2.905,3.078999994,0.0153,0.062446514,0.41587,0.470816717,0.22396,0.211608158,0.1185,0.101320151,0.19727,0.185921037,0.10062,0.106991589,1.83302,1,purple
157,2015,Togo,158,2.839,3.544199977,0.20868,0.265870943,0.13995,0.323566506,0.28443,0.288529114,0.36453,0.363747228,0.16681,0.17477523,0.10731,0.100969003,1.56726,1,purple
158,2016,Denmark,1,7.526,7.545999967,1.44178,1.396728603,1.16374,1.447688319,0.79504,0.865249105,0.57941,0.625959344,0.36171,0.318876098,0.44453,0.429374014,2.73939,0,pink
159,2016,Switzerland,2,7.509,7.511399992,1.52733,1.472163911,1.14524,1.417332349,0.86303,0.928318258,0.58557,0.620642115,0.28083,0.277431856,0.41203,0.379763457,2.69463,0,pink
160,2016,Iceland,3,7.501,7.511000037,1.42666,1.386522604,1.18326,1.492812801,0.86733,0.917744424,0.56624,0.618034527,0.47678,0.419124044,0.14975,0.140145312,2.83137,0,pink
161,2016,Norway,4,7.498,7.541000036,1.57744,1.519380637,1.1269,1.431074712,0.79579,0.873333301,0.59609,0.638048517,0.37895,0.328990447,0.35776,0.343950767,2.66465,0,pink
162,2016,Finland,5,7.413,7.537799973,1.40598,1.356960385,1.13464,1.434429345,0.81091,0.873835534,0.57104,0.621536171,0.25492,0.217782555,0.41004,0.398474309,2.82596,0,pink
163,2016,Canada,6,7.404,7.350599997,1.44015,1.388128883,1.0961,1.387411798,0.8276,0.90055753,0.5737,0.610954182,0.44834,0.389597944,0.31329,0.305846303,2.70485,0,pink
164,2016,Netherlands,7,7.339,7.404599971,1.46468,1.411012927,1.02912,1.349645845,0.81231,0.878569225,0.55211,0.589650898,0.47416,0.415149966,0.29927,0.298614365,2.70749,0,pink
165,2016,New Zealand,8,7.334,7.313000026,1.36066,1.31750921,1.17278,1.439729025,0.83096,0.891617941,0.58147,0.617782426,0.49401,0.432805025,0.41904,0.40001534,2.47553,0,pink
166,2016,Australia,9,7.313,7.276199984,1.44443,1.394884987,1.10476,1.40900639,0.8512,0.914529359,0.56837,0.605043476,0.47407,0.41607785,0.32331,0.314572746,2.5465,0,pink
167,2016,Sweden,10,7.291,7.319199984,1.45181,1.403981454,1.08764,1.368574434,0.83121,0.898991032,0.58218,0.61758082,0.38254,0.33651185,0.40867,0.397501746,2.54734,0,pink
168,2016,Israel,11,7.267,7.142199964,1.33766,1.303722485,0.99537,1.321917993,0.84917,0.9026888,0.36432,0.417499721,0.32288,0.319936531,0.08728,0.12087442,3.31029,0,pink
169,2016,Austria,12,7.119,7.142000008,1.45038,1.398341453,1.08383,1.363962993,0.80565,0.883679684,0.54355,0.576929238,0.32865,0.292400464,0.21348,0.214260073,2.69343,0,pink
170,2016,United States,13,7.104,6.998800006,1.50796,1.455945857,1.04782,1.328570113,0.779,0.821615326,0.48163,0.506882105,0.41077,0.355079756,0.14868,0.140843758,2.72782,0,pink
171,2016,Costa Rica,14,7.087,7.126199999,1.06879,1.035655257,1.02152,1.31516073,0.76146,0.832247853,0.55225,0.59122833,0.22553,0.196422646,0.10547,0.101081318,3.35168,0,pink
172,2016,Puerto Rico,15,7.039,7.039,1.35943,1.35943,1.08113,1.08113,0.77758,0.77758,0.46823,0.46823,0.22202,0.22202,0.12275,0.12275,3.0076,0,pink
173,2016,Germany,16,6.994,6.929000043,1.44787,1.395342677,1.09774,1.35952607,0.81487,0.870736146,0.53466,0.558588277,0.30452,0.291385834,0.28551,0.265134388,2.50931,0,pink
174,2016,Brazil,17,6.952,6.657800046,1.08754,1.033226642,1.03938,1.323311201,0.61415,0.680944471,0.40425,0.443038749,0.15776,0.134969979,0.14166,0.120392552,3.50733,0,pink
175,2016,Belgium,18,6.929,6.921399959,1.42539,1.375398152,1.05249,1.35749254,0.81959,0.882870374,0.51354,0.538762144,0.2424,0.208880668,0.26248,0.237844626,2.61355,0,pink
176,2016,Ireland,19,6.907,6.964400047,1.48341,1.460415328,1.16157,1.445056223,0.81455,0.878932525,0.54008,0.572192068,0.44963,0.388299665,0.29754,0.299791631,2.15988,0,pink
177,2016,Luxembourg,20,6.871,6.935999983,1.69752,1.63767472,1.03999,1.343240733,0.84542,0.903489899,0.5487,0.583831578,0.27571,0.245846196,0.35329,0.337420885,2.11055,0,pink
178,2016,Mexico,21,6.778,6.725200014,1.11508,1.079360764,0.7146,1.082994432,0.71143,0.7715698,0.37709,0.436726002,0.11735,0.104416087,0.18355,0.139488823,3.55906,0,pink
179,2016,Singapore,22,6.739,6.542800005,1.64555,1.592137534,0.86758,1.231078873,0.94719,1.014186479,0.4877,0.553412114,0.32706,0.303215196,0.46987,0.467255557,1.99375,0,pink
180,2016,United Kingdom,23,6.725,6.910000045,1.40283,1.337566788,1.08672,1.367932016,0.80991,0.881735188,0.50036,0.503760007,0.50156,0.424690832,0.27399,0.244017613,2.14999,0,pink
181,2016,Chile,24,6.705,6.58939999,1.2167,1.173326922,0.90587,1.202872991,0.81883,0.844975941,0.37789,0.396821056,0.31595,0.272048484,0.11451,0.088497596,2.95505,0,pink
182,2016,Panama,25,6.701,6.538000028,1.18306,1.148267687,0.98912,1.28816251,0.70835,0.776023227,0.48927,0.538879367,0.2418,0.186139388,0.08423,0.072982785,3.00559,0,pink
183,2016,Argentina,26,6.65,6.459399995,1.15137,1.111035093,1.06612,1.330960229,0.69711,0.760895417,0.42284,0.481619841,0.10989,0.092371412,0.07296,0.064307978,3.12985,0,pink
184,2016,Czech Republic,27,6.596,6.654600041,1.30915,1.26856247,1.00793,1.324849043,0.76376,0.827406801,0.41418,0.473753235,0.09929,0.080851352,0.03986,0.034650585,2.96211,0,pink
185,2016,United Arab Emirates,28,6.573,6.744199953,1.57352,1.645226674,0.87114,1.069860046,0.72993,0.752195647,0.56215,0.538813054,0.26591,0.267826389,0.35561,0.249585913,2.21507,0,pink
186,2016,Uruguay,29,6.545,6.431199999,1.18157,1.135557939,1.03143,1.315311574,0.72183,0.782929365,0.54388,0.574978451,0.18056,0.169011386,0.21394,0.188516375,2.67139,0,pink
187,2016,Malta,30,6.488,6.53399999,1.30782,1.285699968,1.09879,1.386846333,0.80315,0.879060847,0.54994,0.59027141,0.56237,0.481124115,0.17554,0.151493214,1.99032,0,pink
188,2016,Colombia,31,6.481,6.339999975,1.03032,0.992910465,1.02169,1.302610587,0.59659,0.671677585,0.44735,0.492099483,0.15626,0.137456895,0.05399,0.044971748,3.17471,0,pink
189,2016,France,32,6.478,6.515199982,1.39488,1.344116692,1.00508,1.31824737,0.83795,0.91624117,0.46562,0.488390423,0.1216,0.116736461,0.17808,0.183208486,2.4744,0,pink
190,2016,Thailand,33,6.474,6.286599957,1.0893,1.050013754,1.04477,1.312320491,0.64915,0.713977806,0.49553,0.565274146,0.58696,0.491676622,0.02833,0.029762547,2.5796,0,pink
191,2016,Saudi Arabia,34,6.379,6.375999973,1.48953,1.439512711,0.84829,1.18137952,0.59267,0.666213666,0.37904,0.417454114,0.15457,0.123449203,0.30008,0.231550451,2.61482,0,pink
192,2016,Taiwan,34,6.379,6.391,1.39729,1.3553175,0.92624,1.2171025,0.79565,0.8604875,0.32377,0.3725425,0.25495,0.2254275,0.0663,0.0806475,2.61523,0,pink
193,2016,Qatar,36,6.375,6.4218,1.82427,1.743691137,0.87964,1.169707376,0.71723,0.768731618,0.56679,0.604064197,0.32388,0.291216774,0.48049,0.355973851,1.58224,0,pink
194,2016,Spain,37,6.361,6.351399976,1.34253,1.298807573,1.12945,1.39946618,0.87896,0.95010812,0.37545,0.410948246,0.17665,0.168810714,0.06137,0.069852819,2.39663,0,pink
195,2016,Algeria,38,6.355,5.667600043,1.05266,1.012962893,0.83309,1.074205493,0.61804,0.665056929,0.21006,0.178437162,0.07044,0.069219329,0.16157,0.146099222,3.40904,0,pink
196,2016,Guatemala,39,6.324,6.343799999,0.83454,0.806614389,0.87119,1.141467039,0.54039,0.615775998,0.50379,0.550286124,0.28808,0.240091679,0.08701,0.081590656,3.19863,0,pink
197,2016,Suriname,40,6.269,6.269,1.09686,1.0461,0.77866,0.87533,0.50933,0.558765,0.52234,0.559455,0.16665,0.16828,0.12692,0.131625,3.06852,0,pink
198,2016,Kuwait,41,6.239,6.148600004,1.61714,1.55566249,0.87758,1.18464375,0.63569,0.695143142,0.43166,0.505997519,0.15965,0.17184396,0.23669,0.18218791,2.28085,0,pink
199,2016,Bahrain,42,6.218,6.113799979,1.44024,1.390482452,0.94397,1.243464092,0.65696,0.725250607,0.47375,0.519083384,0.17147,0.203151697,0.25772,0.210752434,2.27405,0,pink
200,2016,Trinidad and Tobago,43,6.168,6.168000074,1.32572,1.2996353,0.98569,1.18315284,0.52608,0.553631097,0.48453,0.520666914,0.31935,0.321028821,0.01241,0.010924939,2.51394,0,pink
201,2016,Venezuela,44,6.084,5.5314,1.13367,1.05246824,1.03302,1.323263519,0.61904,0.683740845,0.19847,0.213709425,0.0425,0.057185926,0.08304,0.071444225,2.97468,0,pink
202,2016,Slovakia,45,6.078,6.10840001,1.27973,1.246006712,1.08268,1.379745848,0.70367,0.772484582,0.23391,0.307047493,0.13837,0.136568896,0.02947,0.02319817,2.61065,0,pink
203,2016,El Salvador,46,6.068,6.124199957,0.8737,0.829604899,0.80975,1.097989018,0.596,0.659477711,0.37269,0.419928506,0.08877,0.086389597,0.10613,0.093974192,3.22134,0,pink
204,2016,Malaysia,47,6.005,5.904000022,1.25142,1.209899084,0.88025,1.132825207,0.62366,0.692676886,0.39031,0.437362996,0.41474,0.346619786,0.09081,0.068884142,2.35384,0,pink
205,2016,Nicaragua,48,5.992,6.02740002,0.69384,0.677277841,0.89521,1.193653142,0.65213,0.716673192,0.46582,0.486024369,0.29773,0.257110843,0.16292,0.148355596,2.82428,0,pink
206,2016,Uzbekistan,49,5.987,6.046200039,0.73591,0.723758218,1.1681,1.43409983,0.50163,0.591724526,0.60848,0.655987733,0.34326,0.327522729,0.28333,0.267423645,2.34638,0,pink
207,2016,Italy,50,5.977,6.022400045,1.35495,1.311831324,1.04167,1.334672656,0.85102,0.92872487,0.18827,0.243816143,0.16684,0.17257193,0.02556,0.028119618,2.34918,0,pink
208,2016,Ecuador,51,5.976,5.991999979,0.97306,0.92778008,0.85974,1.157387763,0.68613,0.753303244,0.4027,0.47952764,0.10074,0.121252493,0.18037,0.141680929,2.77366,0,pink
209,2016,Belize,52,5.956,5.95599995,0.87616,0.863711772,0.68655,0.9563226,0.45569,0.459960589,0.51231,0.550939791,0.23684,0.21995188,0.10771,0.097763691,3.08039,0,pink
210,2016,Japan,53,5.921,5.925800015,1.38007,1.337745036,1.06054,1.326999566,0.91491,0.979099174,0.46761,0.493477109,0.10224,0.095572554,0.18985,0.164842147,1.80584,0,pink
211,2016,Kazakhstan,54,5.919,5.838399953,1.22943,1.190505254,0.95544,1.297243803,0.57386,0.63671631,0.4052,0.444628857,0.15011,0.152868885,0.11132,0.106428577,2.49325,2,dark purple
212,2016,Moldova,55,5.897,5.758599964,0.69177,0.671424126,0.83132,1.145485114,0.52309,0.61796304,0.25202,0.25958581,0.19997,0.194051825,0.01903,0.009054257,3.38007,2,dark purple
213,2016,Russia,56,5.856,5.798599964,1.23228,1.197139619,1.05261,1.337812478,0.58991,0.626303867,0.32682,0.360078622,0.02736,0.045722764,0.03586,0.030974576,2.59115,2,dark purple
214,2016,Poland,57,5.835,5.98080001,1.24585,1.209037573,1.04685,1.331608394,0.69058,0.76681707,0.4519,0.506492422,0.14443,0.139097193,0.055,0.054085561,2.20035,2,dark purple
215,2016,South Korea,57,5.835,5.885399964,1.35948,1.314553689,0.72194,1.046190888,0.88645,0.948608815,0.25168,0.248936333,0.18824,0.186096873,0.07716,0.065202534,2.35015,2,dark purple
216,2016,Bolivia,59,5.822,5.813199991,0.79422,0.767261313,0.83779,1.09516381,0.4697,0.53930605,0.50961,0.551896585,0.21698,0.185180145,0.07746,0.068787545,2.91635,2,dark purple
217,2016,Lithuania,60,5.813,5.92979999,1.2692,1.23320247,1.06411,1.367415221,0.64674,0.708193988,0.18929,0.255588357,0.02025,0.025164931,0.0182,0.017675129,2.60525,2,dark purple
218,2016,Belarus,61,5.802,5.597999953,1.13062,1.085019512,1.04993,1.338153043,0.63104,0.698766853,0.29091,0.301538052,0.13942,0.120003502,0.17457,0.163556764,2.38582,2,dark purple
219,2016,North Cyprus,62,5.771,5.758666648,1.31141,1.28879377,0.81826,1.024881126,0.84142,0.866542413,0.43596,0.465811208,0.26322,0.263918568,0.16578,0.154644451,1.93447,2,dark purple
220,2016,Slovenia,63,5.768,5.887999979,1.29947,1.260531191,1.05613,1.362299764,0.79151,0.852941646,0.53164,0.581953162,0.25738,0.211461819,0.03635,0.045469796,1.79522,2,dark purple
221,2016,Peru,64,5.743,5.728400031,0.99602,0.965087054,0.81255,1.105782077,0.62994,0.703655223,0.37502,0.444996576,0.14527,0.119381943,0.05292,0.044171817,2.73117,2,dark purple
222,2016,Turkmenistan,65,5.658,5.582200005,1.08017,1.047483353,1.03817,1.365799832,0.44006,0.518129216,0.37408,0.415890386,0.22567,0.217676998,0.28467,0.183476068,2.21489,2,dark purple
223,2016,Mauritius,66,5.648,5.706600037,1.14372,1.110145109,0.75695,1.148144198,0.66189,0.698279492,0.46145,0.519071465,0.36951,0.31357675,0.05203,0.055884311,2.20223,2,dark purple
224,2016,Libya,67,5.615,5.597000019,1.06688,1.065826613,0.95076,1.215988866,0.52304,0.594601804,0.40672,0.440226646,0.17087,0.150978733,0.10339,0.121246042,2.39374,2,dark purple
225,2016,Latvia,68,5.56,5.676199981,1.21788,1.185349725,0.95025,1.273916988,0.63952,0.697091394,0.27996,0.305875582,0.17445,0.135356957,0.0889,0.071212545,2.20859,2,dark purple
226,2016,Cyprus,69,5.546,5.732799963,1.31857,1.274927615,0.70697,1.029102655,0.8488,0.91361494,0.29507,0.377180308,0.27906,0.24973886,0.05228,0.046195595,2.04497,2,dark purple
227,2016,Paraguay,70,5.538,5.666600006,0.89373,0.855223463,1.11111,1.384032976,0.58295,0.643036139,0.46235,0.505969558,0.25296,0.233102132,0.07396,0.080289183,2.16091,2,dark purple
228,2016,Romania,71,5.528,5.698399962,1.1697,1.141766782,0.72803,1.043000258,0.67602,0.736215662,0.36712,0.432960748,0.12889,0.114177984,0.00679,0.00473358,2.45184,2,dark purple
229,2016,Estonia,72,5.517,5.637800012,1.27964,1.237851868,1.05163,1.36324222,0.68098,0.752151663,0.41511,0.478224286,0.08423,0.091784162,0.18519,0.171055784,1.81985,2,dark purple
230,2016,Jamaica,73,5.51,5.661999974,0.89333,0.855857862,0.96372,1.290791613,0.59469,0.689424477,0.43597,0.495939448,0.22245,0.174313667,0.04294,0.036039556,2.35682,2,dark purple
231,2016,Croatia,74,5.488,5.458600044,1.18649,1.152317247,0.60809,0.959862601,0.70524,0.769115704,0.23907,0.285934459,0.18434,0.145156595,0.04002,0.033684622,2.52462,2,dark purple
232,2016,Hong Kong,75,5.458,5.448,1.5107,1.434935,0.87021,1.1238475,0.95277,1.0295125,0.48079,0.5102175,0.40097,0.3249375,0.31647,0.3164275,0.92614,2,dark purple
233,2016,Somalia,76,5.44,5.060250006,0,0.005660796,0.33613,0.616820338,0.11466,0.152912284,0.56778,0.600726739,0.27225,0.261220328,0.3118,0.286552581,3.83772,2,dark purple
234,2016,Kosovo,77,5.401,5.606199961,0.90145,0.878282876,0.66062,1.014490701,0.54,0.60975441,0.14396,0.317747588,0.27992,0.28379029,0.06547,0.039870324,2.80998,2,dark purple
235,2016,Turkey,78,5.389,5.4154,1.16492,1.151034875,0.87717,1.180248635,0.64718,0.702101122,0.23889,0.25735612,0.04707,0.081058608,0.12348,0.119122316,2.29074,2,dark purple
236,2016,Indonesia,79,5.314,5.252000017,0.95104,0.920969718,0.87625,1.13115494,0.49374,0.561203144,0.39237,0.466160693,0.56521,0.534852918,0.00322,0.012907427,2.03171,2,dark purple
237,2016,Jordan,80,5.303,5.179599993,0.99673,0.909744479,0.86216,1.129033779,0.60712,0.673620012,0.36023,0.40725223,0.14262,0.133064092,0.13297,0.131940654,2.20142,2,dark purple
238,2016,Azerbaijan,81,5.291,5.229200041,1.12373,1.073644353,0.76042,1.031750051,0.54504,0.619653155,0.35327,0.380545168,0.0564,0.049131868,0.17914,0.175755501,2.2735,2,dark purple
239,2016,Philippines,82,5.279,5.387399966,0.81217,0.791437843,0.87877,1.154569515,0.47036,0.537901811,0.54854,0.592040935,0.21674,0.179432685,0.11757,0.110338379,2.23484,2,dark purple
240,2016,China,83,5.245,5.218999953,1.0278,1.003417158,0.79381,1.033679482,0.73561,0.7971211,0.44012,0.509575542,0.04959,0.049449368,0.02745,0.056210855,2.17087,2,dark purple
241,2016,Bhutan,84,5.196,5.124800031,0.8527,0.823507278,0.90836,1.201687303,0.49759,0.539707858,0.46074,0.498467536,0.48546,0.434698909,0.1616,0.165486078,1.82916,2,dark purple
242,2016,Kyrgyzstan,85,5.185,5.173400037,0.56044,0.542388015,0.95434,1.270745718,0.55449,0.615165559,0.40212,0.467966678,0.38432,0.338840075,0.04762,0.037475836,2.28136,2,dark purple
243,2016,Serbia,86,5.177,5.339199996,1.03437,1.000643516,0.81329,1.166623959,0.6458,0.716788934,0.15718,0.227393106,0.20737,0.178161177,0.04339,0.038492756,2.27539,2,dark purple
244,2016,Bosnia and Herzegovina,87,5.163,5.161800032,0.93383,0.921693884,0.64367,0.984433188,0.70766,0.761331261,0.09511,0.176792635,0.29889,0.270967499,0,0.001654,2.48406,2,dark purple
245,2016,Montenegro,88,5.161,5.291999998,1.07838,1.048377807,0.74173,1.1051353,0.63533,0.725600935,0.15111,0.196939811,0.17191,0.156844205,0.12721,0.103868839,2.25531,2,dark purple
246,2016,Dominican Republic,89,5.155,5.199400004,1.02787,0.999922767,0.99496,1.282279341,0.57669,0.642562749,0.52259,0.545379967,0.21286,0.16993357,0.12372,0.117401051,1.69626,2,dark purple
247,2016,Morocco,90,5.151,5.172200027,0.84058,0.806696916,0.38595,0.676152887,0.59471,0.650592134,0.25646,0.391905666,0.04053,0.041291991,0.08404,0.081452637,2.94891,2,dark purple
248,2016,Hungary,91,5.145,5.329399976,1.24142,1.204074387,0.93164,1.257584618,0.67608,0.736578691,0.1977,0.230536704,0.099,0.089480332,0.04472,0.030187387,1.95473,2,dark purple
249,2016,Pakistan,92,5.132,5.344000011,0.68816,0.667894706,0.26135,0.608830138,0.40306,0.455753557,0.14622,0.229891052,0.31185,0.280001204,0.1388,0.115757613,3.18286,2,dark purple
250,2016,Lebanon,93,5.129,5.149599981,1.12268,1.035061506,0.64184,0.99489485,0.76171,0.787252215,0.26228,0.321791197,0.23693,0.219984152,0.03061,0.055388766,2.07339,2,dark purple
251,2016,Portugal,94,5.123,5.304600034,1.27607,1.232031059,0.94367,1.262012604,0.79363,0.869532708,0.44727,0.50608506,0.11691,0.090240543,0.01521,0.01677189,1.53015,2,dark purple
252,2016,Macedonia,95,5.121,5.122000048,1.0193,0.990346984,0.78236,1.057893254,0.64738,0.679694546,0.27668,0.332788995,0.23507,0.221355241,0.07047,0.059004449,2.08947,2,dark purple
253,2016,Vietnam,96,5.061,5.154599976,0.74037,0.723415515,0.79117,1.138384266,0.66157,0.722699798,0.55954,0.577207118,0.25075,0.19566361,0.11556,0.091920647,1.9418,2,dark purple
254,2016,Somaliland Region,97,5.057,5.057,0.25558,0.25558,0.75862,0.75862,0.33108,0.33108,0.3913,0.3913,0.51479,0.51479,0.36794,0.36794,2.43801,2,dark purple
255,2016,Tunisia,98,5.045,4.728399966,0.97724,0.937327161,0.43165,0.762058292,0.59577,0.69038241,0.23553,0.245178138,0.03936,0.050472671,0.0817,0.07000063,2.68413,2,dark purple
256,2016,Greece,99,5.033,5.152400047,1.24886,1.205481496,0.75473,1.056294915,0.80029,0.874123781,0.05822,0.08578825,0,0,0.04127,0.035305955,2.12944,2,dark purple
257,2016,Tajikistan,100,4.996,5.097799978,0.48835,0.474106727,0.75602,1.029422655,0.53119,0.590043025,0.43408,0.411761341,0.25998,0.231143529,0.13509,0.122037429,2.39106,2,dark purple
258,2016,Mongolia,101,4.907,5.029199985,0.98853,0.941191173,1.08983,1.386288247,0.55469,0.591430697,0.35972,0.380424794,0.34539,0.300830846,0.03285,0.032482458,1.53586,2,dark purple
259,2016,Laos,102,4.876,4.79275,0.68042,0.68877,0.5497,0.8379325,0.38291,0.481,0.52168,0.5726475,0.43079,0.3371775,0.22423,0.20118,2.08637,2,dark purple
260,2016,Nigeria,103,4.875,5.127399976,0.75216,0.715053251,0.64498,1.009614097,0.05108,0.112213146,0.27854,0.380966513,0.23219,0.230293439,0.0305,0.033984313,2.88586,2,dark purple
261,2016,Honduras,104,4.871,5.240800047,0.69429,0.656436624,0.75596,1.058876996,0.58383,0.662299896,0.26755,0.396621972,0.2044,0.222771775,0.06906,0.072531091,2.29551,2,dark purple
262,2016,Iran,105,4.813,4.689199982,1.11758,1.088450621,0.38857,0.65151825,0.64232,0.691140638,0.22544,0.307818522,0.38538,0.341096583,0.0557,0.083418215,1.99817,2,dark purple
263,2016,Zambia,106,4.795,4.584399988,0.61202,0.571761356,0.6376,0.93238146,0.23573,0.302761179,0.42662,0.462098698,0.17866,0.218430029,0.11479,0.09733671,2.58991,1,purple
264,2016,Nepal,107,4.793,4.812399979,0.44626,0.431410038,0.69699,1.038952652,0.50073,0.557920156,0.37012,0.43164919,0.3816,0.337131233,0.07008,0.073825109,2.32694,1,purple
265,2016,Palestinian Territories,108,4.754,4.736600019,0.67024,0.656831846,0.71629,1.052303432,0.56844,0.613651395,0.17744,0.233628212,0.11154,0.105444635,0.10613,0.09329252,2.40364,1,purple
266,2016,Albania,109,4.655,4.712600011,0.9553,0.938632551,0.50163,0.75493105,0.73007,0.787695949,0.31866,0.371897727,0.1684,0.167886589,0.05301,0.043200843,1.92816,1,purple
267,2016,Bangladesh,110,4.643,4.58019996,0.54177,0.523996595,0.24749,0.638336348,0.52989,0.593354207,0.39778,0.478267332,0.19132,0.17895907,0.12583,0.132447572,2.60904,1,purple
268,2016,Sierra Leone,111,4.635,4.559200022,0.36485,0.317502186,0.628,0.844369209,0,0.049512951,0.30685,0.339589538,0.23897,0.24737818,0.08196,0.067783035,3.01402,1,purple
269,2016,Iraq,112,4.575,4.528400043,1.07474,1.043188097,0.59205,0.86811064,0.51076,0.544862094,0.24856,0.216423107,0.19589,0.174149453,0.13636,0.113091151,1.81657,1,purple
270,2016,Namibia,113,4.574,4.556999971,0.93287,0.912576082,0.70362,1.099022702,0.34745,0.382015453,0.48614,0.481610887,0.07795,0.069020936,0.10398,0.079281743,1.92198,1,purple
271,2016,Cameroon,114,4.513,4.695800034,0.52497,0.519155073,0.62542,0.852021644,0.12698,0.201378423,0.42736,0.43716775,0.2268,0.207855691,0.06126,0.050085326,2.5198,1,purple
272,2016,Ethiopia,115,4.508,4.423200008,0.29283,0.293358769,0.37932,0.766209841,0.34578,0.412547942,0.36703,0.401274548,0.29522,0.256024148,0.1717,0.146727143,2.65614,1,purple
273,2016,South Africa,116,4.459,4.675199999,1.02416,0.979869741,0.96053,1.258199726,0.18611,0.289814014,0.42483,0.428229347,0.13656,0.125730476,0.08415,0.071299899,1.64227,1,purple
274,2016,Sri Lanka,117,4.415,4.392600011,0.97318,0.937054029,0.84783,1.141171277,0.62007,0.691252166,0.50817,0.532328651,0.46978,0.383984712,0.07964,0.068416793,0.91681,1,purple
275,2016,India,118,4.404,4.297800011,0.74036,0.73071425,0.29247,0.588116519,0.45091,0.498925523,0.40285,0.461539401,0.25028,0.223713698,0.08722,0.088473377,2.18032,1,purple
276,2016,Myanmar,119,4.395,4.383000015,0.34112,0.47426211,0.69981,0.977419188,0.3988,0.452556514,0.42692,0.497316407,0.81971,0.723533032,0.20243,0.186317241,1.50655,1,purple
277,2016,Egypt,120,4.362,4.375200027,0.95395,0.924690361,0.49813,0.861320278,0.52116,0.571093452,0.18847,0.239292031,0.12706,0.107320289,0.10393,0.091110273,1.96895,1,purple
